"UNIQUE_ID","STATION_ID","AGENCY_CODE","DATE","METHOD","SAMPLE_NUMBER","CONDITION","REACH","YEAR","REACH_YEAR","ISSUE","WARNING","FINAL_ID","AGENCY_ID","REPORTING_VALUE","PHYLUM","SUBPHYLUM","CLASS","SUBCLASS","ORDER","SUBORDER","FAMILY","SUBFAMILY","TRIBE","GENUS","SPECIES"
"CR_2013",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2013,"CR_2013","NO","NO","MACROSTEMUM","MACROSTEMUM",1,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","TRICHOPTERA","ANNULIPALPIA","HYDROPSYCHIDAE","MACRONEMATINAE","MACRONEMATINI","MACROSTEMUM","MACROSTEMUM"
"CR_2013",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2013,"CR_2013","NO","NO","NEOPERLA","NEOPERLA",1,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","PLECOPTERA","SYSTELLOGNATHA","PERLIDAE","PERLINAE","NEOPERLINI","NEOPERLA","NEOPERLA"
"CR_2013",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2013,"CR_2013","NO","NO","OLIGOCHAETA","OLIGOCHAETA",1,"ANNELIDA","CLITELLATA","OLIGOCHAETA","OLIGOCHAETA","OLIGOCHAETA","OLIGOCHAETA","OLIGOCHAETA","OLIGOCHAETA","OLIGOCHAETA","OLIGOCHAETA","OLIGOCHAETA"
"CR_2013",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2013,"CR_2013","NO","NO","OPTIOSERVUS","OPTIOSERVUS",2,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","COLEOPTERA","POLYPHAGA","ELMIDAE","ELMINAE","ELMINI","OPTIOSERVUS","OPTIOSERVUS"
"CR_2013",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2013,"CR_2013","NO","NO","ORTHOTRICHIA","ORTHOTRICHIA",7,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","TRICHOPTERA","SPICIPALPIA","HYDROPTILIDAE","HYDROPTILINAE","ORTHOTRICHIINI","ORTHOTRICHIA","ORTHOTRICHIA"
"CR_2013",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2013,"CR_2013","NO","NO","PLAUDITUS","PLAUDITUS",1,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","EPHEMEROPTERA","PISCIFORMA","BAETIDAE","BAETIDAE","BAETIDAE","PLAUDITUS","PLAUDITUS"
"CR_2013",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2013,"CR_2013","NO","NO","STENELMIS","STENELMIS",34,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","COLEOPTERA","POLYPHAGA","ELMIDAE","ELMINAE","ELMINI","STENELMIS","STENELMIS"
"CR_2013",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2013,"CR_2013","NO","NO","TRICORYTHODES","TRICORYTHODES",7,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","EPHEMEROPTERA","FURCATERGALIA","LEPTOHYPHIDAE","LEPTOHYPHIDAE","LEPTOHYPHIDAE","TRICORYTHODES","TRICORYTHODES"
"CR_2014",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2014,"CR_2014","NO","NO","AGNETINA_CAPITATA","AGNETINA_CAPITATA",4,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","PLECOPTERA","SYSTELLOGNATHA","PERLIDAE","PERLINAE","PERLINI","AGNETINA","AGNETINA_CAPITATA"
"CR_2014",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2014,"CR_2014","NO","NO","ANTHOPOTAMUS","ANTHOPOTAMUS",2,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","EPHEMEROPTERA","FURCATERGALIA","POTAMANTHIDAE","POTAMANTHIDAE","POTAMANTHIDAE","ANTHOPOTAMUS","ANTHOPOTAMUS"
"CR_2014",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2014,"CR_2014","NO","NO","BAETIS_INTERCALARIS","BAETIS_INTERCALARIS",15,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","EPHEMEROPTERA","PISCIFORMA","BAETIDAE","BAETIDAE","BAETIDAE","BAETIS","BAETIS_INTERCALARIS"
"CR_2014",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2014,"CR_2014","NO","NO","CHEUMATOPSYCHE","CHEUMATOPSYCHE",17,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","TRICHOPTERA","ANNULIPALPIA","HYDROPSYCHIDAE","HYDROPSYCHINAE","HYDROPSYCHINAE","CHEUMATOPSYCHE","CHEUMATOPSYCHE"
"CR_2014",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2014,"CR_2014","NO","NO","CHIMARRA_OBSCURA","CHIMARRA_OBSCURA",2,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","TRICHOPTERA","ANNULIPALPIA","PHILOPOTAMIDAE","PHILOPOTAMINAE","PHILOPOTAMINAE","CHIMARRA","CHIMARRA_OBSCURA"
"CR_2014",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2014,"CR_2014","NO","NO","CHIMARRA_SOCIA","CHIMARRA_SOCIA",3,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","TRICHOPTERA","ANNULIPALPIA","PHILOPOTAMIDAE","PHILOPOTAMINAE","PHILOPOTAMINAE","CHIMARRA","CHIMARRA_SOCIA"
"CR_2014",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2014,"CR_2014","NO","NO","CORBICULA","CORBICULA",2,"MOLLUSCA","MOLLUSCA","BIVALVIA","HETERODONTA","VENEROIDA","VENEROIDA","CORBICULIDAE","CORBICULIDAE","CORBICULIDAE","CORBICULA","CORBICULA"
"CR_2014",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2014,"CR_2014","NO","NO","CORYDALUS_CORNUTUS","CORYDALUS_CORNUTUS",1,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","MEGALOPTERA","MEGALOPTERA","CORYDALIDAE","CORYDALINAE","CORYDALINAE","CORYDALUS","CORYDALUS_CORNUTUS"
"CR_2014",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2014,"CR_2014","NO","NO","GAMMARUS","GAMMARUS",1,"ARTHROPODA","CRUSTACEA","MALACOSTRACA","EUMALACOSTRACA","AMPHIPODA","GAMMARIDEA","GAMMARIDAE","GAMMARIDAE","GAMMARIDAE","GAMMARUS","GAMMARUS"
"CR_2014",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2014,"CR_2014","NO","NO","HETEROCLOEON","HETEROCLOEON",17,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","EPHEMEROPTERA","PISCIFORMA","BAETIDAE","BAETIDAE","BAETIDAE","HETEROCLOEON","HETEROCLOEON"
"CR_2014",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2014,"CR_2014","NO","NO","HYDROPSYCHE","HYDROPSYCHE",2,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","TRICHOPTERA","ANNULIPALPIA","HYDROPSYCHIDAE","HYDROPSYCHINAE","HYDROPSYCHINAE","HYDROPSYCHE","HYDROPSYCHE"
"CR_2014",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2014,"CR_2014","NO","NO","HYDROPSYCHE_PHALERATA","HYDROPSYCHE_PHALERATA",1,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","TRICHOPTERA","ANNULIPALPIA","HYDROPSYCHIDAE","HYDROPSYCHINAE","HYDROPSYCHINAE","HYDROPSYCHE","HYDROPSYCHE_PHALERATA"
"CR_2014",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2014,"CR_2014","NO","NO","ISONYCHIA","ISONYCHIA",1,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","EPHEMEROPTERA","PISCIFORMA","ISONYCHIIDAE","ISONYCHIIDAE","ISONYCHIIDAE","ISONYCHIA","ISONYCHIA"
"CR_2014",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2014,"CR_2014","NO","NO","LEUCROCUTA","LEUCROCUTA",2,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","EPHEMEROPTERA","PISCIFORMA","HEPTAGENIIDAE","HEPTAGENIIDAE","HEPTAGENIIDAE","LEUCROCUTA","LEUCROCUTA"
"CR_2014",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2014,"CR_2014","NO","NO","LUMBRICULIDAE","LUMBRICULIDAE",4,"ANNELIDA","CLITELLATA","OLIGOCHAETA","OLIGOCHAETA","LUMBRICULIDA","LUMBRICULIDA","LUMBRICULIDAE","LUMBRICULIDAE","LUMBRICULIDAE","LUMBRICULIDAE","LUMBRICULIDAE"
"CR_2014",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2014,"CR_2014","NO","NO","MACCAFFERTIUM_MEDIOPUNCTATUM","MACCAFFERTIUM_MEDIOPUNCTATUM",1,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","EPHEMEROPTERA","PISCIFORMA","HEPTAGENIIDAE","HEPTAGENIIDAE","HEPTAGENIIDAE","MACCAFFERTIUM","MACCAFFERTIUM_MEDIOPUNCTATUM"
"CR_2014",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2014,"CR_2014","NO","NO","MACCAFFERTIUM_PULCHELLUM","MACCAFFERTIUM_PULCHELLUM",3,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","EPHEMEROPTERA","PISCIFORMA","HEPTAGENIIDAE","HEPTAGENIIDAE","HEPTAGENIIDAE","MACCAFFERTIUM","MACCAFFERTIUM_PULCHELLUM"
"CR_2014",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2014,"CR_2014","NO","NO","MACROSTEMUM","MACROSTEMUM",7,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","TRICHOPTERA","ANNULIPALPIA","HYDROPSYCHIDAE","MACRONEMATINAE","MACRONEMATINI","MACROSTEMUM","MACROSTEMUM"
"CR_2014",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2014,"CR_2014","NO","NO","OPTIOSERVUS","OPTIOSERVUS",2,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","COLEOPTERA","POLYPHAGA","ELMIDAE","ELMINAE","ELMINI","OPTIOSERVUS","OPTIOSERVUS"
"CR_2014",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2014,"CR_2014","NO","NO","PETROPHILA","PETROPHILA",1,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","LEPIDOPTERA","LEPIDOPTERA","CRAMBIDAE","NYMPHULINAE","ARGYRACTINI","PETROPHILA","PETROPHILA"
"CR_2014",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2014,"CR_2014","NO","NO","PLAUDITUS","PLAUDITUS",1,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","EPHEMEROPTERA","PISCIFORMA","BAETIDAE","BAETIDAE","BAETIDAE","PLAUDITUS","PLAUDITUS"
"CR_2014",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2014,"CR_2014","NO","NO","PROTOPTILA","PROTOPTILA",5,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","TRICHOPTERA","SPICIPALPIA","GLOSSOSOMATIDAE","PROTOPTILINAE","PROTOPTILINAE","PROTOPTILA","PROTOPTILA"
"CR_2014",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2014,"CR_2014","NO","NO","SIMULIUM","SIMULIUM",1,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","DIPTERA","NEMATOCERA","SIMULIIDAE","SIMULIINAE","SIMULIINI","SIMULIUM","SIMULIUM"
"CR_2014",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2014,"CR_2014","NO","NO","STENELMIS","STENELMIS",64,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","COLEOPTERA","POLYPHAGA","ELMIDAE","ELMINAE","ELMINI","STENELMIS","STENELMIS"
"CR_2014",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2014,"CR_2014","NO","NO","THIENEMANNIMYIA","THIENEMANNIMYIA",1,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","DIPTERA","NEMATOCERA","CHIRONOMIDAE","TANYPODINAE","PENTANEURINI","THIENEMANNIMYIA","THIENEMANNIMYIA"
"CR_2014",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2014,"CR_2014","NO","NO","TRICORYTHODES","TRICORYTHODES",1,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","EPHEMEROPTERA","FURCATERGALIA","LEPTOHYPHIDAE","LEPTOHYPHIDAE","LEPTOHYPHIDAE","TRICORYTHODES","TRICORYTHODES"
"CR_2012",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2012,"CR_2012","NO","NO","AGNETINA","AGNETINA",1,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","PLECOPTERA","SYSTELLOGNATHA","PERLIDAE","PERLINAE","PERLINI","AGNETINA","AGNETINA"
"CR_2012",1,"ICPRB",1,"Kick Net",1,"NONE","CR",2012,"CR_2012","NO","NO","ANTHOPOTAMUS","ANTHOPOTAMUS",1,"ARTHROPODA","HEXAPODA","INSECTA","PTERYGOTA","EPHEMEROPTERA","FURCATERGALIA","POTAMANTHIDAE","POTAMANTHIDAE","POTAMANTHIDAE","ANTHOPOTAMUS","ANTHOPOTAMUS"
