EVENT_ID,STATION_ID,DATE,SAMPLE_NUMBER,AGENCY_CODE,FINAL_ID,REPORTING_VALUE
CRckLL_100B_41208,CRckLL_100B,10/26/2012,1,1,ARGIA,2
CRckLL_100B_41208,CRckLL_100B,10/26/2012,1,1,BAETIDAE,1
CRckLL_100B_41208,CRckLL_100B,10/26/2012,1,1,BRACHYCENTRUS,2
CRckLL_100B_41208,CRckLL_100B,10/26/2012,1,1,CHEUMATOPSYCHE,17
CRckLL_100B_41208,CRckLL_100B,10/26/2012,1,1,CHIMARRA,1
CRckLL_100B_41208,CRckLL_100B,10/26/2012,1,1,CHIRONOMIDAE,6
CRckLL_100B_41208,CRckLL_100B,10/26/2012,1,1,CORBICULA,5
CRckLL_100B_41208,CRckLL_100B,10/26/2012,1,1,GAMMARUS,7
CRckLL_100B_41208,CRckLL_100B,10/26/2012,1,1,HYDROPSYCHE,4
CRckLL_100B_41208,CRckLL_100B,10/26/2012,1,1,HYDROPSYCHIDAE,1
CRckLL_100B_41208,CRckLL_100B,10/26/2012,1,1,ISONYCHIA,11
CRckLL_100B_41208,CRckLL_100B,10/26/2012,1,1,MACCAFFERTIUM,4
CRckLL_100B_41208,CRckLL_100B,10/26/2012,1,1,MACRONYCHUS,2
CRckLL_100B_41208,CRckLL_100B,10/26/2012,1,1,MACROSTEMUM,1
CRckLL_100B_41208,CRckLL_100B,10/26/2012,1,1,MYSTACIDES,1
CRckLL_100B_41208,CRckLL_100B,10/26/2012,1,1,NEOPERLA,1
CRckLL_100B_41208,CRckLL_100B,10/26/2012,1,1,NEURECLIPSIS,7
CRckLL_100B_41208,CRckLL_100B,10/26/2012,1,1,PLEUROCERA,1
CRckLL_100B_41208,CRckLL_100B,10/26/2012,1,1,STENACRON,1
CRckLL_100B_41208,CRckLL_100B,10/26/2012,1,1,STENELMIS,11
CRckLL_100B_41508,CRckLL_100B,8/22/2013,1,1,ANTHOPOTAMUS,4
CRckLL_100B_41508,CRckLL_100B,8/22/2013,1,1,BAETIS,8
CRckLL_100B_41508,CRckLL_100B,8/22/2013,1,1,BRACHYCENTRUS,1
CRckLL_100B_41508,CRckLL_100B,8/22/2013,1,1,CHEUMATOPSYCHE,11
CRckLL_100B_41508,CRckLL_100B,8/22/2013,1,1,CNEPHIA,1
CRckLL_100B_41508,CRckLL_100B,8/22/2013,1,1,CORBICULA,1
CRckLL_100B_41508,CRckLL_100B,8/22/2013,1,1,DUBIRAPHIA,1
CRckLL_100B_41508,CRckLL_100B,8/22/2013,1,1,HELICOPSYCHE,1
CRckLL_100B_41508,CRckLL_100B,8/22/2013,1,1,HETEROCLOEON,9
CRckLL_100B_41508,CRckLL_100B,8/22/2013,1,1,HYDROPSYCHE,7
CRckLL_100B_41508,CRckLL_100B,8/22/2013,1,1,ISONYCHIA,3
CRckLL_100B_41508,CRckLL_100B,8/22/2013,1,1,LEPTOXIS,4
CRckLL_100B_41508,CRckLL_100B,8/22/2013,1,1,LEUCROCUTA,2
CRckLL_100B_41508,CRckLL_100B,8/22/2013,1,1,MACCAFFERTIUM,1
CRckLL_100B_41508,CRckLL_100B,8/22/2013,1,1,MACROSTEMUM,1
CRckLL_100B_41508,CRckLL_100B,8/22/2013,1,1,OLIGOCHAETA,1
CRckLL_100B_41508,CRckLL_100B,8/22/2013,1,1,OPTIOSERVUS,1
CRckLL_100B_41508,CRckLL_100B,8/22/2013,1,1,ORTHOTRICHIA,5
CRckLL_100B_41508,CRckLL_100B,8/22/2013,1,1,PETROPHILA,2
CRckLL_100B_41508,CRckLL_100B,8/22/2013,1,1,STENELMIS,40
CRckLL_100B_41862,CRckLL_100B,8/11/2014,1,1,AGNETINA CAPITATA,2
CRckLL_100B_41862,CRckLL_100B,8/11/2014,1,1,ANTHOPOTAMUS,6
CRckLL_100B_41862,CRckLL_100B,8/11/2014,1,1,BAETIS INTERCALARIS,6
CRckLL_100B_41862,CRckLL_100B,8/11/2014,1,1,CHEUMATOPSYCHE,19
CRckLL_100B_41862,CRckLL_100B,8/11/2014,1,1,CHIMARRA OBSCURA,3
CRckLL_100B_41862,CRckLL_100B,8/11/2014,1,1,CHIMARRA SOCIA,1
CRckLL_100B_41862,CRckLL_100B,8/11/2014,1,1,CORBICULA,5
CRckLL_100B_41862,CRckLL_100B,8/11/2014,1,1,CORYDALUS CORNUTUS,1
CRckLL_100B_41862,CRckLL_100B,8/11/2014,1,1,HETEROCLOEON,25
CRckLL_100B_41862,CRckLL_100B,8/11/2014,1,1,HYDROPSYCHE,2
CRckLL_100B_41862,CRckLL_100B,8/11/2014,1,1,ISONYCHIA,3
CRckLL_100B_41862,CRckLL_100B,8/11/2014,1,1,LUMBRICINA,1
CRckLL_100B_41862,CRckLL_100B,8/11/2014,1,1,MACCAFFERTIUM,1
CRckLL_100B_41862,CRckLL_100B,8/11/2014,1,1,MACROSTEMUM,4
CRckLL_100B_41862,CRckLL_100B,8/11/2014,1,1,OPTIOSERVUS,3
CRckLL_100B_41862,CRckLL_100B,8/11/2014,1,1,PLAUDITUS,1
CRckLL_100B_41862,CRckLL_100B,8/11/2014,1,1,PROTOPTILA,2
CRckLL_100B_41862,CRckLL_100B,8/11/2014,1,1,STENELMIS,61
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,1,AGNETINA,2
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,1,AMNICOLA,1
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,1,ANCYLIDAE,3
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,1,ANTHOPOTAMUS,4
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,1,ARGIA,8
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,1,BRACHYCENTRUS,4
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,1,CHEUMATOPSYCHE,27
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,1,CHIMARRA,1
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,1,CHIRONOMIDAE,9
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,1,COENAGRIONIDAE,1
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,1,CORBICULA,16
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,1,CORYDALUS,1
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,1,ECTOPRIA,1
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,1,GAMMARUS,11
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,1,HELICOPSYCHE,2
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,1,HYDROPSYCHE,4
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,1,HYDROPTILIDAE,1
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,1,ISONYCHIA,20
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,1,LEPTOXIS,6
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,1,LYMNAEIDAE,1
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,1,MACCAFFERTIUM,18
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,1,MACROMIA,1
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,1,MACRONYCHUS,1
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,1,NEOPERLA,1
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,1,NEURECLIPSIS,8
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,1,OLIGOCHAETA,2
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,1,PHYSA,2
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,1,PLANARIA,1
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,1,PLAUDITUS,2
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,1,PSEPHENUS,2
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,1,STENACRON,2
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,1,STENELMIS,22
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,1,AGNETINA,14
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,1,ANTHOPOTAMUS,14
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,1,BAETIS,16
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,1,BRACHYCENTRUS,2
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,1,CHEUMATOPSYCHE,14
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,1,CHIRONOMIDAE,1
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,1,CNEPHIA,3
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,1,CORBICULA,1
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,1,CORYDALUS,1
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,1,DUGESIA,1
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,1,EPHEMEROPTERA,1
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,1,GONIOBASIS,1
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,1,HETEROCLOEON,20
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,1,HYDROPSYCHE,13
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,1,ISONYCHIA,7
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,1,LEPTOXIS,2
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,1,LEUCROCUTA,5
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,1,MACCAFFERTIUM,6
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,1,MACROSTEMUM,1
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,1,NEOPERLA,3
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,1,OLIGOCHAETA,2
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,1,OPTIOSERVUS,1
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,1,ORTHOTRICHIA,10
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,1,PETROPHILA,4
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,1,PSEPHENUS,2
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,1,STENELMIS,77
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,1,TELOGANOPSIS,1
CRckLL_200C_41862,CRckLL_200C,8/11/2014,1,1,AGNETINA CAPITATA,2
CRckLL_200C_41862,CRckLL_200C,8/11/2014,1,1,ANTHOPOTAMUS,14
CRckLL_200C_41862,CRckLL_200C,8/11/2014,1,1,BAETIS INTERCALARIS,2
CRckLL_200C_41862,CRckLL_200C,8/11/2014,1,1,CHEUMATOPSYCHE,42
CRckLL_200C_41862,CRckLL_200C,8/11/2014,1,1,CHIMARRA OBSCURA,10
CRckLL_200C_41862,CRckLL_200C,8/11/2014,1,1,CORBICULA,6
CRckLL_200C_41862,CRckLL_200C,8/11/2014,1,1,CORYDALUS CORNUTUS,1
CRckLL_200C_41862,CRckLL_200C,8/11/2014,1,1,CRICOTOPUS,1
CRckLL_200C_41862,CRckLL_200C,8/11/2014,1,1,HEPTAGENIIDAE,2
CRckLL_200C_41862,CRckLL_200C,8/11/2014,1,1,HETEROCLOEON,16
CRckLL_200C_41862,CRckLL_200C,8/11/2014,1,1,HYDROPSYCHE,1
CRckLL_200C_41862,CRckLL_200C,8/11/2014,1,1,HYDROPSYCHE PHALERATA,5
CRckLL_200C_41862,CRckLL_200C,8/11/2014,1,1,ISONYCHIA,1
CRckLL_200C_41862,CRckLL_200C,8/11/2014,1,1,LUMBRICINA,1
CRckLL_200C_41862,CRckLL_200C,8/11/2014,1,1,LUMBRICULIDAE,1
CRckLL_200C_41862,CRckLL_200C,8/11/2014,1,1,MACROSTEMUM,8
CRckLL_200C_41862,CRckLL_200C,8/11/2014,1,1,NEOPERLA,1
CRckLL_200C_41862,CRckLL_200C,8/11/2014,1,1,OPTIOSERVUS,3
CRckLL_200C_41862,CRckLL_200C,8/11/2014,1,1,POLYPEDILUM FLAVUM,1
CRckLL_200C_41862,CRckLL_200C,8/11/2014,1,1,PROTOPTILA,5
CRckLL_200C_41862,CRckLL_200C,8/11/2014,1,1,SERRATELLA DEFICIENS,1
CRckLL_200C_41862,CRckLL_200C,8/11/2014,1,1,STENELMIS,97
CRckLL_200C_41862,CRckLL_200C,8/11/2014,1,1,TRICORYTHODES,3
CRckLL_200C_41862,CRckLL_200C,8/11/2014,1,1,TVETENIA DISCOLORIPES,1
CRckLR_100A_41208,CRckLR_100A,10/26/2012,1,1,STENELMIS,18
CRckLR_100A_41208,CRckLR_100A,10/26/2012,1,1,AGNETINA,4
CRckLR_100A_41208,CRckLR_100A,10/26/2012,1,1,ANTHOPOTAMUS,8
CRckLR_100A_41208,CRckLR_100A,10/26/2012,1,1,CHEUMATOPSYCHE,21
CRckLR_100A_41208,CRckLR_100A,10/26/2012,1,1,CHIRONOMIDAE,3
CRckLR_100A_41208,CRckLR_100A,10/26/2012,1,1,CORBICULA,3
CRckLR_100A_41208,CRckLR_100A,10/26/2012,1,1,GAMMARUS,2
CRckLR_100A_41208,CRckLR_100A,10/26/2012,1,1,HETEROCLOEON,3
CRckLR_100A_41208,CRckLR_100A,10/26/2012,1,1,HYDROPSYCHE,3
CRckLR_100A_41208,CRckLR_100A,10/26/2012,1,1,HYDROPSYCHE,3
CRckLR_100A_41208,CRckLR_100A,10/26/2012,1,1,ISONYCHIA,12
CRckLR_100A_41208,CRckLR_100A,10/26/2012,1,1,LEPTOXIS,2
CRckLR_100A_41208,CRckLR_100A,10/26/2012,1,1,MACCAFFERTIUM,2
CRckLR_100A_41208,CRckLR_100A,10/26/2012,1,1,MACROSTEMUM,1
CRckLR_100A_41208,CRckLR_100A,10/26/2012,1,1,NEOPERLA,1
CRckLR_100A_41208,CRckLR_100A,10/26/2012,1,1,OPTIOSERVUS,4
CRckLR_100A_41208,CRckLR_100A,10/26/2012,1,1,PETROPHILA,4
CRckLR_100A_41208,CRckLR_100A,10/26/2012,1,1,PLAUDITUS,6
CRckLR_100A_41208,CRckLR_100A,10/26/2012,1,1,PLEUROCERA,2
CRckLR_100A_41208,CRckLR_100A,10/26/2012,1,1,SERRATELLA,1
CRckLR_100A_41508,CRckLR_100A,8/22/2013,1,1,AGNETINA,3
CRckLR_100A_41508,CRckLR_100A,8/22/2013,1,1,ANTHOPOTAMUS,1
CRckLR_100A_41508,CRckLR_100A,8/22/2013,1,1,BAETIS,28
CRckLR_100A_41508,CRckLR_100A,8/22/2013,1,1,CHEUMATOPSYCHE,8
CRckLR_100A_41508,CRckLR_100A,8/22/2013,1,1,CNEPHIA,1
CRckLR_100A_41508,CRckLR_100A,8/22/2013,1,1,GOMPHUS,1
CRckLR_100A_41508,CRckLR_100A,8/22/2013,1,1,HEMERODROMIA,1
CRckLR_100A_41508,CRckLR_100A,8/22/2013,1,1,HETEROCLOEON,2
CRckLR_100A_41508,CRckLR_100A,8/22/2013,1,1,HYDROPSYCHE,4
CRckLR_100A_41508,CRckLR_100A,8/22/2013,1,1,ISONYCHIA,1
CRckLR_100A_41508,CRckLR_100A,8/22/2013,1,1,LEPTOXIS,3
CRckLR_100A_41508,CRckLR_100A,8/22/2013,1,1,LEUCROCUTA,3
CRckLR_100A_41508,CRckLR_100A,8/22/2013,1,1,MACCAFFERTIUM,4
CRckLR_100A_41508,CRckLR_100A,8/22/2013,1,1,NEOPERLA,1
CRckLR_100A_41508,CRckLR_100A,8/22/2013,1,1,ORTHOCLADIINAE,4
CRckLR_100A_41508,CRckLR_100A,8/22/2013,1,1,ORTHOTRICHIA,5
CRckLR_100A_41508,CRckLR_100A,8/22/2013,1,1,PETROPHILA,1
CRckLR_100A_41508,CRckLR_100A,8/22/2013,1,1,STENELMIS,27
CRckLR_100A_41508,CRckLR_100A,8/22/2013,1,1,TELOGANOPSIS,2
CRckLR_100A_41508,CRckLR_100A,8/22/2013,1,1,TRICORYTHODES,8
CRckLR_100A_41862,CRckLR_100A,8/11/2014,1,1,ANTHOPOTAMUS,6
CRckLR_100A_41862,CRckLR_100A,8/11/2014,1,1,BAETIS,5
CRckLR_100A_41862,CRckLR_100A,8/11/2014,1,1,CHEUMATOPSYCHE,15
CRckLR_100A_41862,CRckLR_100A,8/11/2014,1,1,CORBICULA,8
CRckLR_100A_41862,CRckLR_100A,8/11/2014,1,1,EPHEMERELLIDAE,1
CRckLR_100A_41862,CRckLR_100A,8/11/2014,1,1,GAMMARUS,2
CRckLR_100A_41862,CRckLR_100A,8/11/2014,1,1,HEMERODROMIA,2
CRckLR_100A_41862,CRckLR_100A,8/11/2014,1,1,HETEROCLOEON,2
CRckLR_100A_41862,CRckLR_100A,8/11/2014,1,1,HYDROPSYCHE,3
CRckLR_100A_41862,CRckLR_100A,8/11/2014,1,1,LEPTOCERIDAE,1
CRckLR_100A_41862,CRckLR_100A,8/11/2014,1,1,LEPTOXIS CARINATA,1
CRckLR_100A_41862,CRckLR_100A,8/11/2014,1,1,MACROSTEMUM,2
CRckLR_100A_41862,CRckLR_100A,8/11/2014,1,1,PLAUDITUS,1
CRckLR_100A_41862,CRckLR_100A,8/11/2014,1,1,PROTOPTILA,14
CRckLR_100A_41862,CRckLR_100A,8/11/2014,1,1,STENELMIS,44
CRckLR_100A_41862,CRckLR_100A,8/11/2014,1,1,TRICORYTHODES,2
CRckLR_100B_41208,CRckLR_100B,10/26/2012,1,1,ACENTRELLA,1
CRckLR_100B_41208,CRckLR_100B,10/26/2012,1,1,AGNETINA,10
CRckLR_100B_41208,CRckLR_100B,10/26/2012,1,1,ANTHOPOTAMUS,11
CRckLR_100B_41208,CRckLR_100B,10/26/2012,1,1,BRACHYCENTRUS,1
CRckLR_100B_41208,CRckLR_100B,10/26/2012,1,1,CHEUMATOPSYCHE,15
CRckLR_100B_41208,CRckLR_100B,10/26/2012,1,1,CHIMARRA,1
CRckLR_100B_41208,CRckLR_100B,10/26/2012,1,1,CHIRONOMIDAE,1
CRckLR_100B_41208,CRckLR_100B,10/26/2012,1,1,CORBICULA,8
CRckLR_100B_41208,CRckLR_100B,10/26/2012,1,1,HETEROCLOEON,2
CRckLR_100B_41208,CRckLR_100B,10/26/2012,1,1,HYDROPSYCHE,5
CRckLR_100B_41208,CRckLR_100B,10/26/2012,1,1,ISONYCHIA,10
CRckLR_100B_41208,CRckLR_100B,10/26/2012,1,1,LEPTOXIS,2
CRckLR_100B_41208,CRckLR_100B,10/26/2012,1,1,MACCAFFERTIUM,5
CRckLR_100B_41208,CRckLR_100B,10/26/2012,1,1,MACROSTEMUM,1
CRckLR_100B_41208,CRckLR_100B,10/26/2012,1,1,OPTIOSERVUS,2
CRckLR_100B_41208,CRckLR_100B,10/26/2012,1,1,PETROPHILA,2
CRckLR_100B_41208,CRckLR_100B,10/26/2012,1,1,PLAUDITUS,2
CRckLR_100B_41208,CRckLR_100B,10/26/2012,1,1,PLEUROCERA,1
CRckLR_100B_41208,CRckLR_100B,10/26/2012,1,1,STENELMIS,19
CRckLR_100B_41208,CRckLR_100B,10/26/2012,1,1,TRICORYTHODES,1
CRckLR_100B_41508,CRckLR_100B,8/22/2013,1,1,AGNETINA,3
CRckLR_100B_41508,CRckLR_100B,8/22/2013,1,1,ANTHOPOTAMUS,2
CRckLR_100B_41508,CRckLR_100B,8/22/2013,1,1,ARGIA,1
CRckLR_100B_41508,CRckLR_100B,8/22/2013,1,1,BAETIS,18
CRckLR_100B_41508,CRckLR_100B,8/22/2013,1,1,CHEUMATOPSYCHE,17
CRckLR_100B_41508,CRckLR_100B,8/22/2013,1,1,CHIMARRA,1
CRckLR_100B_41508,CRckLR_100B,8/22/2013,1,1,CORBICULA,1
CRckLR_100B_41508,CRckLR_100B,8/22/2013,1,1,DUGESIA,1
CRckLR_100B_41508,CRckLR_100B,8/22/2013,1,1,HELICOPSYCHE,1
CRckLR_100B_41508,CRckLR_100B,8/22/2013,1,1,HETEROCLOEON,3
CRckLR_100B_41508,CRckLR_100B,8/22/2013,1,1,HYDROPSYCHE,4
CRckLR_100B_41508,CRckLR_100B,8/22/2013,1,1,ISONYCHIA,1
CRckLR_100B_41508,CRckLR_100B,8/22/2013,1,1,LEPTOXIS,4
CRckLR_100B_41508,CRckLR_100B,8/22/2013,1,1,LEUCROCUTA,5
CRckLR_100B_41508,CRckLR_100B,8/22/2013,1,1,MACCAFFERTIUM,4
CRckLR_100B_41508,CRckLR_100B,8/22/2013,1,1,OLIGOCHAETA,1
CRckLR_100B_41508,CRckLR_100B,8/22/2013,1,1,OPTIOSERVUS,1
CRckLR_100B_41508,CRckLR_100B,8/22/2013,1,1,ORTHOTRICHIA,5
CRckLR_100B_41508,CRckLR_100B,8/22/2013,1,1,PETROPHILA,2
CRckLR_100B_41508,CRckLR_100B,8/22/2013,1,1,STENELMIS,38
CRckLR_100B_41508,CRckLR_100B,8/22/2013,1,1,TELOGANOPSIS,4
CRckLR_100B_41508,CRckLR_100B,8/22/2013,1,1,TRICORYTHODES,3
