UNIQUE_ID,STATION_ID,DATE,SAMPLE_NUMBER,AGENCY_CODE,METHOD,FINAL_ID,REPORTING_VALUE
CRckLL_100A_41208,CRckLL_100A,10/26/2012,1,ICPRB,Kick Net,TAENIOPTERYX,1
CRckLL_100A_41208,CRckLL_100A,10/26/2012,1,ICPRB,Kick Net,TRICORYTHODES,2
CRckLL_100A_41508,CRckLL_100A,8/22/2013,1,ICPRB,Kick Net,ACENTRELLA,4
CRckLL_100A_41508,CRckLL_100A,8/22/2013,1,ICPRB,Kick Net,AGNETINA,4
CRckLL_100A_41508,CRckLL_100A,8/22/2013,1,ICPRB,Kick Net,ANTHOPOTAMUS,6
CRckLL_100A_41508,CRckLL_100A,8/22/2013,1,ICPRB,Kick Net,BAETIDAE,4
CRckLL_100A_41508,CRckLL_100A,8/22/2013,1,ICPRB,Kick Net,BAETIS,14
CRckLL_100A_41508,CRckLL_100A,8/22/2013,1,ICPRB,Kick Net,CHEUMATOPSYCHE,4
CRckLL_100A_41508,CRckLL_100A,8/22/2013,1,ICPRB,Kick Net,CNEPHIA,4
CRckLL_100A_41508,CRckLL_100A,8/22/2013,1,ICPRB,Kick Net,CORBICULA,2
CRckLL_100A_41508,CRckLL_100A,8/22/2013,1,ICPRB,Kick Net,HETEROCLOEON,7
CRckLL_100A_41508,CRckLL_100A,8/22/2013,1,ICPRB,Kick Net,HYDROPSYCHE,5
CRckLL_100A_41508,CRckLL_100A,8/22/2013,1,ICPRB,Kick Net,LEUCROCUTA,5
CRckLL_100A_41508,CRckLL_100A,8/22/2013,1,ICPRB,Kick Net,MACCAFFERTIUM,1
CRckLL_100A_41508,CRckLL_100A,8/22/2013,1,ICPRB,Kick Net,MACROSTEMUM,1
CRckLL_100A_41508,CRckLL_100A,8/22/2013,1,ICPRB,Kick Net,NEOPERLA,1
CRckLL_100A_41508,CRckLL_100A,8/22/2013,1,ICPRB,Kick Net,OLIGOCHAETA,1
CRckLL_100A_41508,CRckLL_100A,8/22/2013,1,ICPRB,Kick Net,OPTIOSERVUS,2
CRckLL_100A_41508,CRckLL_100A,8/22/2013,1,ICPRB,Kick Net,ORTHOTRICHIA,7
CRckLL_100A_41508,CRckLL_100A,8/22/2013,1,ICPRB,Kick Net,PLAUDITUS,1
CRckLL_100A_41508,CRckLL_100A,8/22/2013,1,ICPRB,Kick Net,STENELMIS,34
CRckLL_100A_41508,CRckLL_100A,8/22/2013,1,ICPRB,Kick Net,TRICORYTHODES,7
CRckLL_100A_41862,CRckLL_100A,8/11/2014,1,ICPRB,Kick Net,AGNETINA CAPITATA,4
CRckLL_100A_41862,CRckLL_100A,8/11/2014,1,ICPRB,Kick Net,ANTHOPOTAMUS,2
CRckLL_100A_41862,CRckLL_100A,8/11/2014,1,ICPRB,Kick Net,BAETIS INTERCALARIS,15
CRckLL_100A_41862,CRckLL_100A,8/11/2014,1,ICPRB,Kick Net,CHEUMATOPSYCHE,17
CRckLL_100A_41862,CRckLL_100A,8/11/2014,1,ICPRB,Kick Net,CHIMARRA OBSCURA,2
CRckLL_100A_41862,CRckLL_100A,8/11/2014,1,ICPRB,Kick Net,CHIMARRA SOCIA,3
CRckLL_100A_41862,CRckLL_100A,8/11/2014,1,ICPRB,Kick Net,CORBICULA,2
CRckLL_100A_41862,CRckLL_100A,8/11/2014,1,ICPRB,Kick Net,CORYDALUS CORNUTUS,1
CRckLL_100A_41862,CRckLL_100A,8/11/2014,1,ICPRB,Kick Net,GAMMARUS,1
CRckLL_100A_41862,CRckLL_100A,8/11/2014,1,ICPRB,Kick Net,HETEROCLOEON,17
CRckLL_100A_41862,CRckLL_100A,8/11/2014,1,ICPRB,Kick Net,HYDROPSYCHE,2
CRckLL_100A_41862,CRckLL_100A,8/11/2014,1,ICPRB,Kick Net,HYDROPSYCHE PHALERATA,1
CRckLL_100A_41862,CRckLL_100A,8/11/2014,1,ICPRB,Kick Net,ISONYCHIA,1
CRckLL_100A_41862,CRckLL_100A,8/11/2014,1,ICPRB,Kick Net,LEUCROCUTA,2
CRckLL_100A_41862,CRckLL_100A,8/11/2014,1,ICPRB,Kick Net,LUMBRICULIDAE,4
CRckLL_100A_41862,CRckLL_100A,8/11/2014,1,ICPRB,Kick Net,MACCAFFERTIUM MEDIOPUNCTATUM,1
CRckLL_100A_41862,CRckLL_100A,8/11/2014,1,ICPRB,Kick Net,MACCAFFERTIUM PULCHELLUM,3
CRckLL_100A_41862,CRckLL_100A,8/11/2014,1,ICPRB,Kick Net,MACROSTEMUM,7
CRckLL_100A_41862,CRckLL_100A,8/11/2014,1,ICPRB,Kick Net,OPTIOSERVUS,2
CRckLL_100A_41862,CRckLL_100A,8/11/2014,1,ICPRB,Kick Net,PETROPHILA,1
CRckLL_100A_41862,CRckLL_100A,8/11/2014,1,ICPRB,Kick Net,PLAUDITUS,1
CRckLL_100A_41862,CRckLL_100A,8/11/2014,1,ICPRB,Kick Net,PROTOPTILA,5
CRckLL_100A_41862,CRckLL_100A,8/11/2014,1,ICPRB,Kick Net,SIMULIUM,1
CRckLL_100A_41862,CRckLL_100A,8/11/2014,1,ICPRB,Kick Net,STENELMIS,64
CRckLL_100A_41862,CRckLL_100A,8/11/2014,1,ICPRB,Kick Net,THIENEMANNIMYIA,1
CRckLL_100A_41862,CRckLL_100A,8/11/2014,1,ICPRB,Kick Net,TRICORYTHODES,1
CRckLL_100B_41208,CRckLL_100B,10/26/2012,1,ICPRB,Kick Net,AGNETINA,1
CRckLL_100B_41208,CRckLL_100B,10/26/2012,1,ICPRB,Kick Net,ANTHOPOTAMUS,1
CRckLL_100B_41208,CRckLL_100B,10/26/2012,1,ICPRB,Kick Net,ARGIA,2
CRckLL_100B_41208,CRckLL_100B,10/26/2012,1,ICPRB,Kick Net,BAETIDAE,1
CRckLL_100B_41208,CRckLL_100B,10/26/2012,1,ICPRB,Kick Net,BRACHYCENTRUS,2
CRckLL_100B_41208,CRckLL_100B,10/26/2012,1,ICPRB,Kick Net,CHEUMATOPSYCHE,17
CRckLL_100B_41208,CRckLL_100B,10/26/2012,1,ICPRB,Kick Net,CHIMARRA,1
CRckLL_100B_41208,CRckLL_100B,10/26/2012,1,ICPRB,Kick Net,CHIRONOMIDAE,6
CRckLL_100B_41208,CRckLL_100B,10/26/2012,1,ICPRB,Kick Net,CORBICULA,5
CRckLL_100B_41208,CRckLL_100B,10/26/2012,1,ICPRB,Kick Net,GAMMARUS,7
CRckLL_100B_41208,CRckLL_100B,10/26/2012,1,ICPRB,Kick Net,HYDROPSYCHE,4
CRckLL_100B_41208,CRckLL_100B,10/26/2012,1,ICPRB,Kick Net,HYDROPSYCHIDAE,1
CRckLL_100B_41208,CRckLL_100B,10/26/2012,1,ICPRB,Kick Net,ISONYCHIA,11
CRckLL_100B_41208,CRckLL_100B,10/26/2012,1,ICPRB,Kick Net,MACCAFFERTIUM,4
CRckLL_100B_41208,CRckLL_100B,10/26/2012,1,ICPRB,Kick Net,MACRONYCHUS,2
CRckLL_100B_41208,CRckLL_100B,10/26/2012,1,ICPRB,Kick Net,MACROSTEMUM,1
CRckLL_100B_41208,CRckLL_100B,10/26/2012,1,ICPRB,Kick Net,MYSTACIDES,1
CRckLL_100B_41208,CRckLL_100B,10/26/2012,1,ICPRB,Kick Net,NEOPERLA,1
CRckLL_100B_41208,CRckLL_100B,10/26/2012,1,ICPRB,Kick Net,NEURECLIPSIS,7
CRckLL_100B_41208,CRckLL_100B,10/26/2012,1,ICPRB,Kick Net,PLEUROCERA,1
CRckLL_100B_41208,CRckLL_100B,10/26/2012,1,ICPRB,Kick Net,STENACRON,1
CRckLL_100B_41208,CRckLL_100B,10/26/2012,1,ICPRB,Kick Net,STENELMIS,11
CRckLL_100B_41508,CRckLL_100B,8/22/2013,1,ICPRB,Kick Net,ANTHOPOTAMUS,4
CRckLL_100B_41508,CRckLL_100B,8/22/2013,1,ICPRB,Kick Net,BAETIS,8
CRckLL_100B_41508,CRckLL_100B,8/22/2013,1,ICPRB,Kick Net,BRACHYCENTRUS,1
CRckLL_100B_41508,CRckLL_100B,8/22/2013,1,ICPRB,Kick Net,CHEUMATOPSYCHE,11
CRckLL_100B_41508,CRckLL_100B,8/22/2013,1,ICPRB,Kick Net,CNEPHIA,1
CRckLL_100B_41508,CRckLL_100B,8/22/2013,1,ICPRB,Kick Net,CORBICULA,1
CRckLL_100B_41508,CRckLL_100B,8/22/2013,1,ICPRB,Kick Net,DUBIRAPHIA,1
CRckLL_100B_41508,CRckLL_100B,8/22/2013,1,ICPRB,Kick Net,HELICOPSYCHE,1
CRckLL_100B_41508,CRckLL_100B,8/22/2013,1,ICPRB,Kick Net,HETEROCLOEON,9
CRckLL_100B_41508,CRckLL_100B,8/22/2013,1,ICPRB,Kick Net,HYDROPSYCHE,7
CRckLL_100B_41508,CRckLL_100B,8/22/2013,1,ICPRB,Kick Net,ISONYCHIA,3
CRckLL_100B_41508,CRckLL_100B,8/22/2013,1,ICPRB,Kick Net,LEPTOXIS,4
CRckLL_100B_41508,CRckLL_100B,8/22/2013,1,ICPRB,Kick Net,LEUCROCUTA,2
CRckLL_100B_41508,CRckLL_100B,8/22/2013,1,ICPRB,Kick Net,MACCAFFERTIUM,1
CRckLL_100B_41508,CRckLL_100B,8/22/2013,1,ICPRB,Kick Net,MACROSTEMUM,1
CRckLL_100B_41508,CRckLL_100B,8/22/2013,1,ICPRB,Kick Net,OLIGOCHAETA,1
CRckLL_100B_41508,CRckLL_100B,8/22/2013,1,ICPRB,Kick Net,OPTIOSERVUS,1
CRckLL_100B_41508,CRckLL_100B,8/22/2013,1,ICPRB,Kick Net,ORTHOTRICHIA,5
CRckLL_100B_41508,CRckLL_100B,8/22/2013,1,ICPRB,Kick Net,PETROPHILA,2
CRckLL_100B_41508,CRckLL_100B,8/22/2013,1,ICPRB,Kick Net,STENELMIS,40
CRckLL_100B_41862,CRckLL_100B,8/11/2014,1,ICPRB,Kick Net,AGNETINA CAPITATA,2
CRckLL_100B_41862,CRckLL_100B,8/11/2014,1,ICPRB,Kick Net,ANTHOPOTAMUS,6
CRckLL_100B_41862,CRckLL_100B,8/11/2014,1,ICPRB,Kick Net,BAETIS INTERCALARIS,6
CRckLL_100B_41862,CRckLL_100B,8/11/2014,1,ICPRB,Kick Net,CHEUMATOPSYCHE,19
CRckLL_100B_41862,CRckLL_100B,8/11/2014,1,ICPRB,Kick Net,CHIMARRA OBSCURA,3
CRckLL_100B_41862,CRckLL_100B,8/11/2014,1,ICPRB,Kick Net,CHIMARRA SOCIA,1
CRckLL_100B_41862,CRckLL_100B,8/11/2014,1,ICPRB,Kick Net,CORBICULA,5
CRckLL_100B_41862,CRckLL_100B,8/11/2014,1,ICPRB,Kick Net,CORYDALUS CORNUTUS,1
CRckLL_100B_41862,CRckLL_100B,8/11/2014,1,ICPRB,Kick Net,HETEROCLOEON,25
CRckLL_100B_41862,CRckLL_100B,8/11/2014,1,ICPRB,Kick Net,HYDROPSYCHE,2
CRckLL_100B_41862,CRckLL_100B,8/11/2014,1,ICPRB,Kick Net,ISONYCHIA,3
CRckLL_100B_41862,CRckLL_100B,8/11/2014,1,ICPRB,Kick Net,LUMBRICINA,1
CRckLL_100B_41862,CRckLL_100B,8/11/2014,1,ICPRB,Kick Net,MACCAFFERTIUM,1
CRckLL_100B_41862,CRckLL_100B,8/11/2014,1,ICPRB,Kick Net,MACROSTEMUM,4
CRckLL_100B_41862,CRckLL_100B,8/11/2014,1,ICPRB,Kick Net,OPTIOSERVUS,3
CRckLL_100B_41862,CRckLL_100B,8/11/2014,1,ICPRB,Kick Net,PLAUDITUS,1
CRckLL_100B_41862,CRckLL_100B,8/11/2014,1,ICPRB,Kick Net,PROTOPTILA,2
CRckLL_100B_41862,CRckLL_100B,8/11/2014,1,ICPRB,Kick Net,STENELMIS,61
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,ICPRB,Kick Net,AGNETINA,2
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,ICPRB,Kick Net,AMNICOLA,1
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,ICPRB,Kick Net,ANCYLIDAE,3
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,ICPRB,Kick Net,ANTHOPOTAMUS,4
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,ICPRB,Kick Net,ARGIA,8
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,ICPRB,Kick Net,BRACHYCENTRUS,4
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,ICPRB,Kick Net,CHEUMATOPSYCHE,27
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,ICPRB,Kick Net,CHIMARRA,1
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,ICPRB,Kick Net,CHIRONOMIDAE,9
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,ICPRB,Kick Net,COENAGRIONIDAE,1
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,ICPRB,Kick Net,CORBICULA,16
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,ICPRB,Kick Net,CORYDALUS,1
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,ICPRB,Kick Net,ECTOPRIA,1
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,ICPRB,Kick Net,GAMMARUS,11
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,ICPRB,Kick Net,HELICOPSYCHE,2
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,ICPRB,Kick Net,HYDROPSYCHE,4
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,ICPRB,Kick Net,HYDROPTILIDAE,1
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,ICPRB,Kick Net,ISONYCHIA,20
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,ICPRB,Kick Net,LEPTOXIS,6
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,ICPRB,Kick Net,LYMNAEIDAE,1
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,ICPRB,Kick Net,MACCAFFERTIUM,18
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,ICPRB,Kick Net,MACROMIA,1
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,ICPRB,Kick Net,MACRONYCHUS,1
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,ICPRB,Kick Net,NEOPERLA,1
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,ICPRB,Kick Net,NEURECLIPSIS,8
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,ICPRB,Kick Net,OLIGOCHAETA,2
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,ICPRB,Kick Net,PHYSA,2
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,ICPRB,Kick Net,PLANARIA,1
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,ICPRB,Kick Net,PLAUDITUS,2
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,ICPRB,Kick Net,PSEPHENUS,2
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,ICPRB,Kick Net,STENACRON,2
CRckLL_200C_41208,CRckLL_200C,10/26/2012,1,ICPRB,Kick Net,STENELMIS,22
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,ICPRB,Kick Net,AGNETINA,14
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,ICPRB,Kick Net,ANTHOPOTAMUS,14
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,ICPRB,Kick Net,BAETIS,16
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,ICPRB,Kick Net,BRACHYCENTRUS,2
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,ICPRB,Kick Net,CHEUMATOPSYCHE,14
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,ICPRB,Kick Net,CHIRONOMIDAE,1
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,ICPRB,Kick Net,CNEPHIA,3
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,ICPRB,Kick Net,CORBICULA,1
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,ICPRB,Kick Net,CORYDALUS,1
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,ICPRB,Kick Net,DUGESIA,1
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,ICPRB,Kick Net,EPHEMEROPTERA,1
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,ICPRB,Kick Net,GONIOBASIS,1
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,ICPRB,Kick Net,HETEROCLOEON,20
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,ICPRB,Kick Net,HYDROPSYCHE,13
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,ICPRB,Kick Net,ISONYCHIA,7
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,ICPRB,Kick Net,LEPTOXIS,2
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,ICPRB,Kick Net,LEUCROCUTA,5
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,ICPRB,Kick Net,MACCAFFERTIUM,6
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,ICPRB,Kick Net,MACROSTEMUM,1
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,ICPRB,Kick Net,NEOPERLA,3
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,ICPRB,Kick Net,OLIGOCHAETA,2
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,ICPRB,Kick Net,OPTIOSERVUS,1
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,ICPRB,Kick Net,ORTHOTRICHIA,10
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,ICPRB,Kick Net,PETROPHILA,4
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,ICPRB,Kick Net,PSEPHENUS,2
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,ICPRB,Kick Net,STENELMIS,77
CRckLL_200C_41508,CRckLL_200C,8/22/2013,1,ICPRB,Kick Net,TELOGANOPSIS,1
CRckLL_200C_41862,CRckLL_200C,8/11/2014,1,ICPRB,Kick Net,AGNETINA CAPITATA,2
CRckLL_200C_41862,CRckLL_200C,8/11/2014,1,ICPRB,Kick Net,ANTHOPOTAMUS,14
CRckLL_200C_41862,CRckLL_200C,8/11/2014,1,ICPRB,Kick Net,BAETIS INTERCALARIS,2
CRckLL_200C_41862,CRckLL_200C,8/11/2014,1,ICPRB,Kick Net,CHEUMATOPSYCHE,42
CRckLL_200C_41862,CRckLL_200C,8/11/2014,1,ICPRB,Kick Net,CHIMARRA OBSCURA,10
CRckLL_200C_41862,CRckLL_200C,8/11/2014,1,ICPRB,Kick Net,CORBICULA,6
CRckLL_200C_41862,CRckLL_200C,8/11/2014,1,ICPRB,Kick Net,CORYDALUS CORNUTUS,1
CRckLL_200C_41862,CRckLL_200C,8/11/2014,1,ICPRB,Kick Net,CRICOTOPUS,1
CRckLL_200C_41862,CRckLL_200C,8/11/2014,1,ICPRB,Kick Net,HEPTAGENIIDAE,2
CRckLL_200C_41862,CRckLL_200C,8/11/2014,1,ICPRB,Kick Net,HETEROCLOEON,16
CRckLL_200C_41862,CRckLL_200C,8/11/2014,1,ICPRB,Kick Net,HYDROPSYCHE,1
CRckLL_200C_41862,CRckLL_200C,8/11/2014,1,ICPRB,Kick Net,HYDROPSYCHE PHALERATA,5
CRckLL_200C_41862,CRckLL_200C,8/11/2014,1,ICPRB,Kick Net,ISONYCHIA,1
CRckLL_200C_41862,CRckLL_200C,8/11/2014,1,ICPRB,Kick Net,LUMBRICINA,1
CRckLL_200C_41862,CRckLL_200C,8/11/2014,1,ICPRB,Kick Net,LUMBRICULIDAE,1
CRckLL_200C_41862,CRckLL_200C,8/11/2014,1,ICPRB,Kick Net,MACROSTEMUM,8
CRckLL_200C_41862,CRckLL_200C,8/11/2014,1,ICPRB,Kick Net,NEOPERLA,1
CRckLL_200C_41862,CRckLL_200C,8/11/2014,1,ICPRB,Kick Net,OPTIOSERVUS,3
CRckLL_200C_41862,CRckLL_200C,8/11/2014,1,ICPRB,Kick Net,POLYPEDILUM FLAVUM,1
CRckLL_200C_41862,CRckLL_200C,8/11/2014,1,ICPRB,Kick Net,PROTOPTILA,5
CRckLL_200C_41862,CRckLL_200C,8/11/2014,1,ICPRB,Kick Net,SERRATELLA DEFICIENS,1
CRckLL_200C_41862,CRckLL_200C,8/11/2014,1,ICPRB,Kick Net,STENELMIS,97
CRckLL_200C_41862,CRckLL_200C,8/11/2014,1,ICPRB,Kick Net,TRICORYTHODES,3
CRckLL_200C_41862,CRckLL_200C,8/11/2014,1,ICPRB,Kick Net,TVETENIA DISCOLORIPES,1
CRckLR_100A_41208,CRckLR_100A,10/26/2012,1,ICPRB,Kick Net,STENELMIS,18
CRckLR_100A_41208,CRckLR_100A,10/26/2012,1,ICPRB,Kick Net,AGNETINA,4
CRckLR_100A_41208,CRckLR_100A,10/26/2012,1,ICPRB,Kick Net,ANTHOPOTAMUS,8
CRckLR_100A_41208,CRckLR_100A,10/26/2012,1,ICPRB,Kick Net,CHEUMATOPSYCHE,21
CRckLR_100A_41208,CRckLR_100A,10/26/2012,1,ICPRB,Kick Net,CHIRONOMIDAE,3
CRckLR_100A_41208,CRckLR_100A,10/26/2012,1,ICPRB,Kick Net,CORBICULA,3
CRckLR_100A_41208,CRckLR_100A,10/26/2012,1,ICPRB,Kick Net,GAMMARUS,2
CRckLR_100A_41208,CRckLR_100A,10/26/2012,1,ICPRB,Kick Net,HETEROCLOEON,3
CRckLR_100A_41208,CRckLR_100A,10/26/2012,1,ICPRB,Kick Net,HYDROPSYCHE,3
CRckLR_100A_41208,CRckLR_100A,10/26/2012,1,ICPRB,Kick Net,HYDROPSYCHE,3
CRckLR_100A_41208,CRckLR_100A,10/26/2012,1,ICPRB,Kick Net,ISONYCHIA,12
CRckLR_100A_41208,CRckLR_100A,10/26/2012,1,ICPRB,Kick Net,LEPTOXIS,2
CRckLR_100A_41208,CRckLR_100A,10/26/2012,1,ICPRB,Kick Net,MACCAFFERTIUM,2
CRckLR_100A_41208,CRckLR_100A,10/26/2012,1,ICPRB,Kick Net,MACROSTEMUM,1
CRckLR_100A_41208,CRckLR_100A,10/26/2012,1,ICPRB,Kick Net,NEOPERLA,1
CRckLR_100A_41208,CRckLR_100A,10/26/2012,1,ICPRB,Kick Net,OPTIOSERVUS,4
CRckLR_100A_41208,CRckLR_100A,10/26/2012,1,ICPRB,Kick Net,PETROPHILA,4
CRckLR_100A_41208,CRckLR_100A,10/26/2012,1,ICPRB,Kick Net,PLAUDITUS,6
CRckLR_100A_41208,CRckLR_100A,10/26/2012,1,ICPRB,Kick Net,PLEUROCERA,2
CRckLR_100A_41208,CRckLR_100A,10/26/2012,1,ICPRB,Kick Net,SERRATELLA,1
CRckLR_100A_41508,CRckLR_100A,8/22/2013,1,ICPRB,Kick Net,AGNETINA,3
CRckLR_100A_41508,CRckLR_100A,8/22/2013,1,ICPRB,Kick Net,ANTHOPOTAMUS,1
CRckLR_100A_41508,CRckLR_100A,8/22/2013,1,ICPRB,Kick Net,BAETIS,28
CRckLR_100A_41508,CRckLR_100A,8/22/2013,1,ICPRB,Kick Net,CHEUMATOPSYCHE,8
CRckLR_100A_41508,CRckLR_100A,8/22/2013,1,ICPRB,Kick Net,CNEPHIA,1
CRckLR_100A_41508,CRckLR_100A,8/22/2013,1,ICPRB,Kick Net,GOMPHUS,1
CRckLR_100A_41508,CRckLR_100A,8/22/2013,1,ICPRB,Kick Net,HEMERODROMIA,1
CRckLR_100A_41508,CRckLR_100A,8/22/2013,1,ICPRB,Kick Net,HETEROCLOEON,2
CRckLR_100A_41508,CRckLR_100A,8/22/2013,1,ICPRB,Kick Net,HYDROPSYCHE,4
CRckLR_100A_41508,CRckLR_100A,8/22/2013,1,ICPRB,Kick Net,ISONYCHIA,1
CRckLR_100A_41508,CRckLR_100A,8/22/2013,1,ICPRB,Kick Net,LEPTOXIS,3
CRckLR_100A_41508,CRckLR_100A,8/22/2013,1,ICPRB,Kick Net,LEUCROCUTA,3
CRckLR_100A_41508,CRckLR_100A,8/22/2013,1,ICPRB,Kick Net,MACCAFFERTIUM,4
CRckLR_100A_41508,CRckLR_100A,8/22/2013,1,ICPRB,Kick Net,NEOPERLA,1
CRckLR_100A_41508,CRckLR_100A,8/22/2013,1,ICPRB,Kick Net,ORTHOCLADIINAE,4
CRckLR_100A_41508,CRckLR_100A,8/22/2013,1,ICPRB,Kick Net,ORTHOTRICHIA,5
CRckLR_100A_41508,CRckLR_100A,8/22/2013,1,ICPRB,Kick Net,PETROPHILA,1
CRckLR_100A_41508,CRckLR_100A,8/22/2013,1,ICPRB,Kick Net,STENELMIS,27
CRckLR_100A_41508,CRckLR_100A,8/22/2013,1,ICPRB,Kick Net,TELOGANOPSIS,2
